historical_demand,inventory_level,raw_material_cost,machine_utilization,supplier_rating,lead_time,temperature,pressure,labor_hours,production_cost,procurement_source,safety_risk
783,173,330.85,85.97,3.52,6,45.52,31.58,32.8,4569.92,External,Low
460,2600,989.92,89.88,3.49,30,95.13,201.39,9.98,7514.03,InHouse,High
457,3194,326.7,51.33,2.07,13,71.77,73.2,13.64,8153.9,External,Medium
270,3718,985.53,91.77,4.38,28,26.73,124.91,42.04,5874.57,External,High
530,4990,755.77,65.11,1.11,25,77.91,249.99,49.79,9618.73,External,High
342,3171,359.94,86.45,4.74,2,85.8,56.79,6.39,8905.79,InHouse,High
246,2775,432.9,69.91,4.19,2,85.98,72.23,31.97,3787.96,InHouse,Medium
334,501,583.75,62.47,1.88,12,74.98,272.55,15.7,6353.33,External,Medium
922,1552,772.74,57.85,1.56,6,70.12,299.79,18.89,8954.64,External,Low
569,1820,788.13,64.43,1.83,5,53.97,59.17,20.59,3557.67,External,High
732,3113,585.49,91.54,4.57,11,50.47,164.94,12.32,4410.8,InHouse,Low
601,3428,309.93,68.87,1.36,15,25.89,63.14,45.24,9009.7,InHouse,Medium
966,3205,825.58,57.1,2.82,28,56.77,253.18,20.54,9800.1,InHouse,Medium
101,557,681.48,88.5,4.13,5,21.61,182.92,19.78,8079.71,InHouse,Low
483,293,445.49,56.14,1.59,22,84.41,98.18,26.13,8338.98,External,High
594,506,190.75,87.02,1.19,16,77.54,135.98,23.89,8445.08,InHouse,Low
236,4887,743.25,86.4,2.45,22,31.33,164.81,35.53,2828.61,InHouse,High
710,760,388.98,94.93,1.17,20,58.34,96.27,6.18,4192.59,InHouse,Medium
974,4125,984.12,92.2,4.7,19,34.87,293.4,5.64,1567.18,InHouse,High
88,4070,108.77,98.76,1.26,6,89.26,234.36,24.0,8429.3,External,Low
321,758,748.97,79.02,4.67,29,40.58,253.01,28.07,1393.71,InHouse,High
405,1493,943.48,98.64,3.32,13,84.62,30.88,42.88,2579.44,InHouse,Low
148,2137,546.82,69.65,1.48,1,51.72,11.21,46.48,4625.6,External,Low
658,3937,350.49,73.12,2.23,20,35.21,211.72,42.33,3517.31,External,Low
145,1552,599.18,81.41,1.5,14,112.67,274.5,19.8,2829.44,InHouse,Low
767,4674,448.54,80.36,1.69,4,62.53,195.24,32.61,8394.92,InHouse,Low
656,291,448.81,89.9,1.9,29,32.63,150.87,43.4,3184.17,External,Medium
989,838,186.87,62.23,4.09,28,94.88,34.37,31.73,1491.09,InHouse,Medium
507,4520,858.94,68.08,4.08,1,37.86,175.16,34.29,7258.59,External,High
794,3452,411.03,53.8,3.67,26,44.65,13.59,45.76,9235.09,External,Medium
769,295,694.32,68.85,2.09,13,42.43,283.97,19.32,7513.06,InHouse,Low
121,4525,498.73,99.13,3.15,13,104.91,93.83,34.97,2285.96,InHouse,Medium
671,3441,684.26,68.48,2.7,4,87.07,184.84,7.11,1669.9,External,Low
814,4697,149.72,92.32,3.65,10,115.23,272.11,47.61,8027.95,External,Low
430,1608,200.17,50.04,2.24,9,76.29,26.81,17.29,6229.09,External,Low
359,952,917.23,72.33,3.8,23,88.91,161.54,36.82,7109.19,InHouse,Low
184,4697,617.82,89.54,3.37,21,113.34,179.3,34.11,1583.86,External,Low
982,1817,694.38,68.86,3.65,27,30.35,188.16,17.28,2640.76,External,Low
575,4589,305.11,68.21,4.58,19,53.78,227.62,49.81,9345.02,InHouse,High
278,2976,618.75,80.0,2.87,5,100.49,99.74,13.29,3020.63,External,Low
942,3524,805.75,86.74,4.52,18,62.81,255.97,18.49,3163.53,External,Low
449,912,594.0,61.73,2.4,18,59.53,27.88,48.75,4065.03,External,Medium
206,3393,424.31,67.12,1.48,24,117.25,100.32,8.78,4462.13,InHouse,High
759,3642,619.14,64.12,3.64,27,81.35,239.39,47.46,7641.74,InHouse,High
681,876,258.93,78.73,4.19,22,69.43,99.03,44.16,1854.51,InHouse,High
930,4377,302.61,92.82,4.34,15,46.72,143.59,48.81,8469.01,InHouse,High
547,4510,789.47,70.44,3.44,17,84.63,148.24,26.04,4258.18,External,High
53,521,745.86,76.23,3.13,23,103.13,264.77,18.32,3287.65,External,Low
171,1259,985.95,99.36,4.71,11,40.97,200.02,33.27,7322.89,InHouse,Low
211,3114,626.96,91.67,4.38,8,71.43,141.0,41.38,6312.92,InHouse,Low
925,3172,176.37,50.37,1.31,23,41.98,166.99,16.29,3008.64,External,Medium
319,4433,855.65,78.6,2.2,17,25.49,233.09,40.37,7633.81,InHouse,High
700,1063,850.72,68.52,4.76,29,103.73,117.69,44.28,7664.69,External,Low
647,743,469.35,69.24,1.16,13,93.44,185.6,12.49,4509.83,External,Low
255,4623,909.25,54.74,3.3,9,71.42,122.94,5.64,3826.54,External,Medium
585,3673,117.18,51.39,2.1,29,113.37,267.7,27.86,2723.41,External,High
460,4332,610.2,51.41,1.54,8,35.35,227.88,40.17,6140.83,External,Medium
286,4858,560.89,54.91,1.71,8,90.95,223.51,38.4,3794.72,InHouse,Medium
197,1527,962.72,93.26,1.1,22,101.86,87.96,45.98,7309.07,External,Medium
884,3641,766.82,69.0,2.07,11,47.39,98.38,15.17,8348.55,InHouse,High
859,4930,949.8,63.68,2.9,16,39.24,247.7,31.16,4245.25,InHouse,High
527,4539,894.1,50.12,1.44,7,20.73,231.91,10.92,6705.78,External,High
455,1306,437.51,84.45,2.12,3,80.07,286.69,49.41,6431.82,InHouse,Low
829,2387,779.04,81.55,1.96,9,20.32,192.09,35.24,2156.94,InHouse,Medium
80,1705,959.84,76.95,4.02,30,114.99,255.89,41.73,5044.97,InHouse,Medium
72,1026,665.52,92.11,3.43,4,37.45,134.62,18.08,6816.56,External,High
441,715,944.12,52.14,2.29,16,71.24,106.28,31.04,9774.13,InHouse,Medium
278,1851,522.51,88.17,2.99,3,117.33,63.27,11.82,6362.72,External,High
353,1247,852.72,79.8,3.44,7,108.8,129.59,33.95,1022.05,External,Low
355,3530,140.31,81.35,4.83,18,104.33,226.04,16.69,8347.17,External,Medium
840,1250,706.52,65.14,4.98,9,46.75,291.48,12.37,4192.09,InHouse,Low
620,2420,158.95,54.97,2.55,12,24.93,112.4,18.57,3490.93,InHouse,Medium
660,2727,230.63,72.93,1.15,5,70.34,64.8,13.89,1613.09,External,Medium
899,1405,958.72,93.83,4.35,12,39.39,123.92,12.07,2178.33,External,High
397,4148,503.52,59.29,4.02,7,22.47,160.73,7.07,5883.63,InHouse,Medium
636,1797,797.89,93.46,1.24,21,41.28,84.27,39.65,8857.12,InHouse,Low
108,2608,658.66,95.89,2.32,15,99.19,92.29,49.56,4550.22,External,Low
987,2940,396.76,91.06,3.69,25,108.63,282.62,13.32,7683.56,External,Medium
766,2225,687.27,90.49,1.79,19,111.12,42.17,25.99,4907.49,External,High
463,1526,213.69,90.26,4.66,14,53.49,219.49,42.43,6627.29,InHouse,High
779,4042,920.99,77.6,1.8,11,82.44,143.25,35.77,2354.88,External,High
542,2184,303.43,56.62,2.93,12,80.65,152.5,24.42,9277.77,InHouse,High
878,2133,164.39,70.05,3.29,12,56.51,147.38,41.19,1741.0,InHouse,High
727,3565,618.59,84.79,4.73,17,23.94,128.82,11.0,9053.01,External,High
497,277,802.29,50.33,4.39,12,87.23,15.34,18.75,8103.75,InHouse,Medium
583,665,229.03,50.16,4.85,17,107.7,202.46,39.46,3135.95,External,High
372,1116,907.54,53.56,1.66,5,102.31,94.06,42.01,6301.79,InHouse,Low
600,1885,359.87,76.24,1.59,9,74.25,178.99,18.41,4841.79,External,Low
561,4724,489.53,50.31,2.88,11,35.24,242.99,22.28,3543.02,InHouse,Medium
183,4068,327.08,94.12,1.16,12,99.29,266.09,27.86,1923.37,InHouse,High
855,1126,609.11,93.36,1.22,2,119.03,296.27,27.46,1563.89,External,Low
289,2416,680.85,89.92,3.75,1,113.61,131.6,38.47,4584.43,InHouse,Low
244,3289,637.1,96.17,2.0,1,114.88,204.52,28.13,1420.04,InHouse,Medium
292,2080,146.72,73.61,2.17,13,119.35,67.55,47.63,8231.04,External,Medium
257,1057,855.79,74.1,3.04,22,68.86,65.77,21.03,6802.1,InHouse,High
215,3325,289.48,54.49,1.01,24,76.15,214.12,15.48,1972.18,InHouse,Medium
169,517,992.92,78.04,4.08,1,26.14,186.32,16.65,4501.2,External,Low
912,3391,647.39,71.24,1.03,11,109.19,134.53,28.82,9851.73,InHouse,Medium
514,3556,339.05,59.65,1.6,13,70.83,281.83,13.58,3893.09,InHouse,Low
875,3412,868.2,89.72,2.24,15,104.24,127.44,36.81,9409.98,External,Medium
558,1617,398.57,96.25,4.44,12,86.59,91.95,23.59,1136.27,InHouse,High
911,3754,164.26,95.2,4.82,15,84.69,211.63,24.42,3982.14,External,Medium
290,2389,369.78,52.54,1.5,5,76.38,96.81,37.14,7448.42,External,High
911,3056,274.5,92.25,3.4,19,38.06,178.88,5.23,9475.24,External,Low
962,285,951.99,70.35,4.83,19,32.73,253.27,49.93,1993.87,External,Low
428,2779,163.22,99.51,1.22,5,99.4,94.16,13.99,1965.5,InHouse,Medium
364,3927,136.35,71.48,1.75,11,29.24,24.49,11.12,4614.46,External,Medium
184,3441,275.65,51.5,1.66,10,22.03,190.07,46.71,5758.86,InHouse,High
659,4939,964.69,61.27,3.02,26,104.95,284.62,5.74,9799.47,External,High
339,3861,675.23,95.71,4.39,21,39.45,265.46,26.71,9183.1,InHouse,High
579,527,355.67,57.84,1.46,12,40.18,118.6,11.66,5670.67,External,Medium
733,3076,943.4,97.41,3.55,30,95.54,246.63,38.82,7519.11,InHouse,High
955,4203,591.67,85.64,2.74,26,115.43,195.33,12.69,7710.02,External,Low
976,1615,499.17,96.39,2.59,5,68.77,239.43,7.58,4073.77,InHouse,Medium
774,120,662.24,71.48,4.65,16,37.77,246.2,44.18,7568.54,External,High
946,3629,308.23,74.25,2.54,16,36.97,22.3,37.65,6634.05,InHouse,High
669,3854,289.5,61.28,4.13,20,100.28,221.59,10.67,1959.18,InHouse,Low
832,3844,626.6,87.78,3.49,18,82.72,104.21,9.68,9336.73,InHouse,Low
997,3828,672.8,60.83,3.99,10,68.2,13.67,16.87,7758.54,External,Medium
160,2077,566.23,98.83,1.15,20,87.13,143.43,10.58,4654.14,External,High
592,1174,434.27,96.54,1.99,17,44.34,260.63,14.28,4456.4,External,Medium
535,2151,166.76,93.17,3.84,18,115.82,201.22,19.68,2428.05,External,Medium
669,1411,954.32,75.78,3.26,15,77.28,18.84,36.55,4917.16,External,Medium
496,307,205.57,97.57,4.82,24,86.3,197.4,47.17,1284.52,External,High
316,4558,186.63,57.17,1.5,1,26.19,248.17,47.24,4813.15,External,Low
380,2803,726.35,76.58,1.9,7,38.94,218.49,42.13,4629.96,External,Low
921,2075,249.92,93.12,1.14,17,81.61,103.11,26.8,3282.04,InHouse,Low
456,312,769.29,51.11,2.75,2,40.3,197.59,30.85,3933.22,External,Medium
262,264,280.22,50.14,2.43,25,81.3,162.16,6.08,8480.17,External,Low
548,3067,828.54,88.05,2.15,27,44.07,289.89,40.21,8114.14,InHouse,High
933,2984,796.94,54.58,2.32,4,98.08,162.24,9.65,4006.66,External,High
383,270,956.93,66.12,3.83,29,113.45,265.63,42.35,4999.42,External,Low
638,2953,602.67,81.38,1.61,28,115.88,95.74,14.8,4246.17,InHouse,High
417,1985,608.7,84.81,1.54,27,77.81,281.14,14.97,5329.17,External,Medium
894,2587,390.41,86.3,3.36,28,82.62,53.8,43.63,9829.68,InHouse,High
708,3975,815.59,59.76,4.74,20,93.6,172.44,28.24,3752.48,External,Low
957,3084,465.78,72.46,3.88,20,87.46,93.03,28.0,8696.47,InHouse,High
801,742,139.99,51.22,4.12,19,30.94,235.05,22.67,3711.72,InHouse,Low
143,1456,833.18,95.0,4.35,24,96.04,45.72,46.47,4398.93,InHouse,High
419,822,337.6,57.15,3.4,9,100.02,59.0,48.21,1488.67,External,Medium
564,680,821.54,64.16,1.64,30,29.66,161.99,17.05,3890.75,InHouse,Medium
597,4003,479.67,90.7,4.97,13,67.02,298.32,32.84,8476.71,External,Low
309,1033,901.41,97.91,4.67,7,110.59,235.46,41.08,5008.94,InHouse,High
525,3088,119.04,84.41,3.78,20,73.78,145.38,32.99,3855.72,External,High
712,3791,871.03,78.13,3.48,7,37.65,150.33,48.92,6030.41,External,Low
624,1458,910.22,73.06,4.33,20,81.18,126.16,46.75,6793.09,External,High
734,3585,183.23,73.65,2.31,7,116.79,38.51,19.37,5504.01,External,High
440,3297,134.27,84.83,4.2,14,46.9,219.56,22.23,7234.95,External,High
907,3675,130.88,88.34,1.11,6,110.54,83.48,17.62,7978.28,External,High
859,2137,860.42,93.08,4.68,7,37.83,61.45,11.09,4980.48,InHouse,Medium
349,1025,458.84,93.13,4.78,25,93.4,285.27,43.41,3776.89,External,Medium
967,872,843.4,85.49,3.56,21,43.31,209.36,17.06,7413.94,External,High
953,198,486.85,50.16,1.73,2,98.98,268.02,44.36,7302.93,InHouse,Low
999,4153,913.49,97.47,1.87,3,117.32,277.35,36.32,1879.46,External,Low
228,4338,124.14,76.7,3.34,6,84.83,51.92,34.52,3312.47,External,Medium
190,3401,483.17,76.34,4.27,17,47.68,178.71,14.31,3818.46,InHouse,High
830,1828,656.23,58.01,4.76,28,111.69,45.28,36.53,3706.63,External,Low
280,1589,326.42,86.44,2.06,10,103.59,93.68,46.34,4499.97,External,Medium
58,4831,776.88,60.12,3.22,6,67.07,99.94,43.99,2438.4,InHouse,Low
355,1607,778.48,60.02,4.03,13,53.69,150.23,39.05,4260.45,InHouse,Low
280,1039,314.88,79.85,2.76,30,94.49,233.75,33.21,9002.89,External,High
571,139,471.77,74.32,2.29,29,81.64,177.5,12.99,3011.89,External,Medium
904,4485,115.67,62.33,4.64,12,117.59,120.81,44.94,2827.32,External,Low
946,2606,504.44,56.87,4.16,23,29.44,117.45,25.83,4495.76,InHouse,Medium
268,618,238.5,93.61,2.5,28,23.21,261.49,36.57,3556.47,External,Medium
613,2227,396.21,89.17,3.9,9,100.62,136.1,11.41,9292.12,External,High
415,106,606.8,68.05,2.29,5,105.2,148.05,31.12,9052.5,External,High
546,4612,807.7,50.44,2.34,22,38.28,96.92,32.8,5022.96,InHouse,Low
301,393,756.14,66.72,1.46,11,42.79,173.9,12.6,2912.99,External,Low
902,3320,721.64,61.83,4.97,24,107.7,267.59,11.91,4569.14,External,Medium
298,3652,773.38,84.28,3.03,30,67.11,177.69,30.84,8590.44,External,Low
566,3270,929.14,61.77,4.58,11,56.95,98.43,24.78,4284.99,External,Low
105,273,969.39,66.3,3.39,15,43.28,43.77,46.1,6768.15,External,Medium
716,2191,740.44,79.25,2.39,16,42.17,57.35,22.88,8280.66,External,High
946,1267,499.15,52.71,1.92,28,91.1,167.48,44.82,4797.12,External,High
812,4889,437.94,92.94,4.91,10,27.7,70.52,25.4,6253.35,InHouse,High
803,4419,779.9,93.41,2.67,22,103.49,124.47,30.36,9970.68,InHouse,Low
533,3072,385.02,75.61,2.35,26,21.41,139.44,31.66,6226.79,InHouse,Medium
789,1183,562.87,88.55,2.43,25,34.51,58.03,41.28,4516.88,InHouse,Medium
229,2855,434.24,82.16,4.39,3,46.21,227.99,28.78,8837.65,InHouse,Medium
258,4028,653.81,59.16,4.96,6,92.13,115.55,10.05,8161.88,InHouse,Medium
157,4647,883.43,71.99,2.71,24,98.77,248.31,22.05,8776.13,External,High
565,4073,765.1,80.84,3.29,22,66.17,237.62,27.19,4889.36,InHouse,High
401,2973,742.23,83.38,4.08,14,41.21,201.93,24.84,1815.63,External,High
536,2690,961.65,89.13,3.23,30,52.1,249.8,39.42,8663.87,InHouse,Low
700,4949,730.84,82.64,1.89,6,109.67,289.41,12.79,4262.8,External,High
610,4051,739.44,68.1,4.08,4,61.88,130.91,20.41,8585.26,InHouse,High
465,3874,879.22,90.58,4.08,6,25.49,132.11,40.19,4860.36,InHouse,Low
401,1506,758.1,76.19,3.48,17,116.51,180.24,10.97,8311.52,External,Medium
523,850,583.23,70.15,4.73,5,110.39,126.42,24.72,9673.91,InHouse,Low
320,3879,308.26,76.96,3.4,2,26.11,22.32,33.32,9806.08,External,Low
888,4855,470.05,86.78,1.29,25,51.57,268.85,12.93,3654.31,External,Low
716,3932,407.01,67.17,3.18,25,37.89,258.46,6.61,1730.38,InHouse,Low
406,1145,145.21,58.56,3.38,20,63.37,297.5,23.09,6386.81,External,Low
329,4848,987.63,93.97,5.0,7,118.65,40.77,5.57,3649.49,External,Low
380,2997,931.01,56.27,2.2,6,88.75,144.75,49.34,7066.33,InHouse,Medium
668,3144,171.58,61.76,1.39,12,23.4,260.2,41.38,6428.27,External,Medium
271,2146,667.88,70.95,4.97,18,61.51,192.02,47.25,2637.26,InHouse,Medium
407,1839,930.49,94.82,4.39,10,51.18,258.93,44.2,4125.19,External,Low
403,3096,353.14,53.5,2.17,24,100.73,265.59,21.47,4469.73,InHouse,Medium
433,3543,537.3,71.04,3.63,2,117.37,217.22,46.3,7687.8,External,Medium
129,1225,102.27,96.59,3.53,12,22.02,269.13,21.59,1779.84,InHouse,Medium
196,4990,547.22,80.77,1.32,23,111.5,100.05,18.88,3008.98,InHouse,High
389,3444,799.77,94.91,1.52,2,34.94,43.68,36.36,9578.29,External,High
792,4671,551.27,63.07,2.04,18,53.71,199.34,20.39,7147.53,External,Low
231,1410,789.72,94.22,4.71,17,66.38,245.83,48.98,2275.51,External,High
180,4733,468.98,74.59,4.49,18,40.81,199.47,22.93,5961.86,External,Low
128,938,816.75,92.58,2.59,23,28.35,267.81,25.45,9112.41,InHouse,Medium
264,3346,894.03,73.07,3.32,27,50.43,60.26,43.18,1784.79,InHouse,High
687,635,542.23,65.81,3.95,6,23.62,36.73,14.77,6662.16,InHouse,High
236,1561,794.87,64.74,3.24,26,51.69,105.54,7.66,2607.93,InHouse,High
474,1576,457.0,70.63,4.47,1,48.06,61.5,9.14,8439.95,InHouse,High
310,3565,913.15,62.36,2.85,7,20.5,181.15,36.75,5775.05,InHouse,High
108,1143,913.98,59.97,2.54,12,31.41,277.4,20.29,1817.01,External,Medium
885,4794,926.54,78.32,1.39,22,115.63,69.18,32.02,6720.85,InHouse,High
379,4270,201.29,60.57,4.83,8,110.08,33.58,26.25,2415.16,External,High
792,1826,834.66,98.83,4.35,22,110.21,262.38,28.11,3037.19,External,High
175,790,377.03,71.65,3.26,4,71.37,31.57,21.97,3693.47,InHouse,Low
934,276,212.0,63.05,1.48,17,54.74,73.69,25.56,2140.1,InHouse,High
820,4994,560.63,58.2,2.81,27,22.04,23.12,44.42,5622.97,InHouse,Low
719,691,325.57,86.17,1.65,27,65.34,69.33,22.75,7740.04,External,High
522,1618,910.44,83.21,1.27,7,66.25,12.3,28.12,5630.47,InHouse,Medium
456,693,695.42,88.4,2.2,19,99.02,241.95,37.55,3405.08,InHouse,High
399,1047,185.4,92.16,2.77,19,62.92,273.53,23.94,7349.9,External,Low
435,4962,339.37,93.91,2.66,28,50.86,90.87,31.8,7371.17,External,Medium
614,839,622.15,82.88,1.42,6,119.08,107.28,26.73,5164.43,External,High
544,3916,341.2,57.05,2.36,22,78.03,228.98,28.95,9014.88,External,High
112,1010,147.0,96.87,1.95,23,114.79,198.29,5.47,3268.75,External,Low
109,1184,132.61,51.06,2.37,7,81.17,281.9,27.82,9532.56,InHouse,High
282,617,717.51,56.27,4.29,26,22.25,92.02,35.15,7783.32,InHouse,Medium
164,4641,687.88,57.86,2.64,11,75.22,281.93,18.31,1191.53,External,High
658,3358,529.73,86.95,2.94,28,108.15,272.43,28.48,7278.59,InHouse,Medium
936,630,420.4,83.75,4.2,28,53.61,117.45,45.98,6546.15,External,High
628,3562,525.53,76.98,1.62,21,102.71,184.91,27.18,1088.34,External,Medium
455,497,364.08,81.29,3.12,10,63.45,30.16,5.57,7957.23,InHouse,Low
842,4062,718.42,90.89,3.12,10,105.3,10.49,17.11,3304.63,InHouse,Medium
738,2400,757.39,92.84,1.46,6,36.89,287.33,23.43,9916.83,External,High
136,2382,188.23,99.63,4.76,26,65.33,46.25,15.06,9452.33,External,High
923,3085,547.28,57.29,4.77,27,108.55,159.79,8.2,7513.12,External,Low
130,2087,428.39,54.01,1.74,16,33.79,203.97,47.44,4523.16,InHouse,High
747,2132,734.74,74.86,3.15,18,73.79,174.2,22.7,6694.78,InHouse,High
517,2118,942.45,80.95,2.89,22,72.94,281.41,48.08,3689.2,External,Low
808,1557,168.43,82.75,3.62,3,96.44,62.73,29.71,4524.14,InHouse,Low
227,1939,802.02,70.93,4.48,22,111.89,186.42,40.22,6182.42,InHouse,Medium
971,2699,437.17,50.91,4.21,28,38.51,194.38,5.16,3226.8,InHouse,Medium
885,2766,271.51,67.14,2.29,26,100.25,177.44,37.32,7714.39,InHouse,Medium
111,930,729.68,95.89,1.3,14,69.84,42.85,32.11,4092.93,External,High
862,2456,222.45,82.54,4.33,21,39.79,14.71,40.21,1123.45,External,High
141,3009,266.0,69.09,3.79,28,55.41,297.81,20.69,4171.34,External,Medium
891,1964,308.6,90.61,4.11,7,23.21,130.36,31.76,7415.53,External,Medium
916,4980,542.69,60.57,3.78,8,116.31,106.09,24.03,7650.29,External,Medium
956,797,176.97,80.88,3.91,15,94.9,122.95,45.63,2094.49,InHouse,Medium
776,1522,660.92,58.1,4.68,5,115.26,244.74,10.23,6376.86,InHouse,Medium
648,1496,224.2,58.74,4.31,26,48.31,240.49,12.67,4017.17,InHouse,Medium
427,4711,957.73,74.71,2.65,9,104.26,211.96,19.44,3812.84,External,High
578,1675,640.7,90.22,2.23,4,26.98,143.24,49.42,6176.53,InHouse,Low
137,240,181.67,96.76,1.31,29,51.06,187.41,25.41,2543.43,InHouse,Low
698,2660,724.83,76.46,4.24,7,53.34,244.04,24.18,1989.95,External,High
866,4156,220.82,62.45,1.53,11,30.69,282.6,36.8,1011.85,External,High
739,1943,787.78,92.23,1.54,2,46.38,40.26,6.32,8330.96,InHouse,Medium
404,3609,328.63,88.29,4.43,2,30.81,245.97,26.81,4170.89,External,Low
661,4972,307.06,72.38,1.34,30,70.6,144.35,38.52,8406.81,InHouse,Medium
626,2469,490.71,66.49,4.19,21,79.29,253.86,41.28,7269.46,InHouse,Medium
223,2972,103.25,71.87,3.74,19,99.87,185.38,47.14,2008.5,InHouse,Medium
381,3033,965.92,91.46,3.43,30,66.04,42.85,36.32,1945.45,InHouse,Low
595,692,193.6,92.78,2.93,10,75.35,47.55,5.29,5249.61,External,Medium
457,1715,905.85,94.69,1.22,4,97.69,139.22,11.46,3936.98,External,High
211,4357,617.59,63.7,2.4,15,90.49,271.16,42.8,9931.17,External,High
544,1579,841.02,55.83,2.06,1,89.31,296.07,10.24,5304.02,InHouse,High
757,4887,523.72,55.31,1.82,19,39.53,163.43,6.89,7931.49,InHouse,Medium
973,1195,608.4,69.25,4.26,3,104.29,293.12,32.89,1902.44,External,Low
259,2261,289.05,99.36,3.6,23,78.1,165.72,38.41,4528.61,External,High
242,386,550.43,58.02,2.56,30,108.8,104.78,29.9,3069.15,InHouse,Low
955,1517,681.9,75.82,2.79,11,37.03,199.23,8.0,8655.64,InHouse,High
262,304,737.86,90.46,4.36,10,94.35,275.71,20.44,8002.5,InHouse,Low
691,1404,660.41,76.8,1.51,18,100.83,48.56,28.71,6279.86,External,Low
316,881,834.82,77.45,2.19,3,58.35,62.24,36.53,3808.81,External,Medium
53,3287,341.44,96.1,2.4,23,113.49,45.54,45.69,4588.17,External,High
239,540,330.68,74.79,3.47,11,39.27,267.84,10.16,6031.8,External,High
506,1247,398.16,75.41,2.65,4,99.93,171.1,18.85,1620.99,External,Medium
817,982,767.64,65.39,1.55,19,27.41,146.2,23.89,1665.76,External,Low
426,554,304.16,98.56,4.25,30,103.41,28.72,18.03,3702.39,InHouse,Medium
893,3332,355.97,76.36,2.57,23,60.52,255.45,19.38,5313.87,External,High
371,3258,177.66,66.58,3.74,14,31.89,290.85,15.86,4653.3,External,High
90,2880,611.35,83.04,4.72,23,34.42,70.25,28.17,6644.68,External,Medium
210,4260,210.49,63.71,1.38,24,61.95,230.42,23.86,2357.74,External,High
817,208,467.66,55.32,3.98,25,26.01,269.93,25.66,2252.79,InHouse,Medium
233,660,393.85,51.5,2.42,8,40.03,182.35,47.56,8665.35,External,High
238,3013,477.26,78.42,4.21,1,104.56,238.96,13.15,5734.66,External,High
476,3852,669.46,96.6,4.72,24,24.03,215.98,16.8,8507.93,InHouse,High
526,2963,363.14,94.21,4.67,27,75.25,190.67,28.61,2566.71,InHouse,Low
758,3145,345.15,55.94,2.04,19,82.71,250.75,8.61,7684.14,InHouse,Medium
255,1579,361.7,53.11,3.58,25,49.32,23.94,28.73,1851.74,External,Medium
685,4505,851.82,65.79,1.72,9,102.8,267.48,16.14,8435.67,External,Medium
753,284,419.03,67.49,4.19,3,23.61,268.04,29.99,6549.48,External,Low
59,2162,161.49,86.81,4.03,8,42.99,237.99,7.6,4366.62,InHouse,Medium
92,2662,769.7,65.89,4.33,1,95.31,248.07,10.82,2810.58,External,Low
870,301,370.66,53.81,1.27,19,20.08,145.6,18.82,8808.49,InHouse,Medium
783,3528,892.43,87.89,2.13,13,43.43,166.42,44.33,2565.25,InHouse,Medium
192,2375,663.5,76.66,3.16,27,42.78,110.7,13.44,9512.71,InHouse,Medium
98,2561,815.69,66.43,1.51,26,23.72,20.83,11.57,2021.54,InHouse,Medium
172,2722,891.62,66.54,4.6,2,85.94,83.23,28.36,6618.89,InHouse,Medium
663,2740,916.69,73.02,4.73,25,64.93,101.15,20.49,7600.63,External,High
598,1773,565.02,95.21,4.78,16,57.14,197.98,9.2,4628.69,External,Medium
126,2653,765.04,73.3,4.31,16,106.3,232.04,45.27,4090.92,External,High
94,3124,868.67,90.77,4.8,11,85.02,113.06,29.19,1218.25,InHouse,Medium
418,883,459.33,84.32,1.41,5,82.93,227.95,19.3,3155.34,InHouse,High
987,1383,939.15,87.59,4.77,19,95.66,88.3,38.39,2154.72,InHouse,High
600,305,781.68,83.99,3.42,29,114.43,203.64,24.6,3410.47,InHouse,Medium
831,317,769.01,82.22,1.57,22,37.91,148.88,31.58,9824.43,External,High
552,2759,672.73,56.46,3.88,7,116.39,209.44,40.6,4320.24,External,Medium
531,1521,460.59,96.81,2.67,3,116.88,35.54,43.39,3012.51,InHouse,Medium
944,1149,632.41,56.78,3.85,18,83.34,30.99,21.74,1149.64,External,High
671,2816,523.35,81.07,2.93,5,23.12,128.2,21.38,5135.67,External,High
230,3397,197.47,90.35,4.14,24,35.66,186.23,26.03,6340.43,External,Medium
717,3737,688.43,72.92,3.46,1,119.57,272.45,19.16,3201.53,InHouse,High
75,2492,144.89,84.8,4.36,27,53.29,168.34,49.46,1462.57,InHouse,High
471,1152,192.07,90.16,3.32,10,65.14,191.2,21.44,3173.21,InHouse,Low
693,181,556.4,65.91,1.97,8,52.19,183.31,39.88,1545.34,InHouse,Low
929,2332,958.82,55.47,4.13,30,20.13,64.71,16.56,6944.23,External,High
451,3797,213.6,85.32,3.66,23,96.53,274.8,34.67,9587.11,External,Medium
781,3249,129.16,90.48,2.12,7,23.8,137.76,48.9,2676.77,External,Medium
194,4253,557.84,59.49,1.19,18,98.84,189.24,11.13,9597.97,External,High
508,3335,450.1,51.5,1.33,15,108.89,203.07,25.29,9911.59,InHouse,High
872,1442,407.66,59.26,1.86,20,71.52,67.65,11.15,3790.79,External,Low
534,4956,464.62,82.24,3.79,14,46.73,118.92,42.09,8897.71,External,High
443,151,457.55,62.87,4.96,30,27.0,163.75,35.88,5281.29,InHouse,Medium
572,521,750.59,90.0,2.0,24,52.07,129.62,8.13,7126.3,External,Medium
718,906,409.3,86.25,1.99,17,22.18,213.99,25.73,2698.13,InHouse,Low
950,4367,224.86,89.04,1.29,1,57.74,10.75,13.48,5413.03,InHouse,High
